"","GEOID","population","female","avg_hhsize","hispanic","black","kids","elderly","education","employed","married","disability","households"
"Block Group 3, Census Tract 6901, Worth County, Iowa","19195690100",1027,531,2.82,0,43,298,137,315,554,433,114,364.184397163121
"Block Group 1, Census Tract 6903, Worth County, Iowa","19195690300",485,265,1.91,2,4,45,134,96,262,276,88,253.926701570681
"Block Group 2, Census Tract 102.09, Polk County, Iowa","19153010209",1518,561,2.27,31,90,429,93,563,930,625,52,668.722466960352
"Block Group 1, Census Tract 102.11, Polk County, Iowa","19153010211",2849,1525,2.24,229,42,559,703,1190,1609,1332,230,1271.875
"Block Group 2, Census Tract 107.03, Polk County, Iowa","19153010703",1687,895,2.95,172,0,588,214,469,928,661,100,571.864406779661
"Block Group 1, Census Tract 107.03, Polk County, Iowa","19153010703",1712,1010,2.32,42,0,430,292,449,1036,593,70,737.931034482759
"Block Group 1, Census Tract 107.05, Polk County, Iowa","19153010705",1067,515,2.58,70,0,267,197,215,590,490,119,413.565891472868
"Block Group 3, Census Tract 25, Black Hawk County, Iowa","19013002500",1769,827,2.04,53,84,372,238,553,945,476,149,867.156862745098
"Block Group 3, Census Tract 701, Jones County, Iowa","19105070100",1338,673,2.69,11,0,321,276,276,690,730,68,497.397769516729
"Block Group 1, Census Tract 703, Jones County, Iowa","19105070300",1543,772,2.33,11,0,379,232,453,796,574,169,662.231759656652
"Block Group 2, Census Tract 703, Jones County, Iowa","19105070300",1598,270,1.99,206,337,21,78,63,346,462,94,803.015075376884
"Block Group 4, Census Tract 703, Jones County, Iowa","19105070300",759,436,1.96,0,0,121,237,120,366,244,100,387.244897959184
"Block Group 4, Census Tract 704, Jones County, Iowa","19105070400",1520,754,2.74,0,0,347,340,399,727,869,81,554.744525547445
"Block Group 2, Census Tract 704, Jones County, Iowa","19105070400",1063,587,2.59,0,0,286,264,285,491,532,112,410.42471042471
"Block Group 3, Census Tract 801, Keokuk County, Iowa","19107080100",704,259,2.48,41,0,159,127,224,370,353,77,283.870967741935
"Block Group 3, Census Tract 703, Audubon County, Iowa","19009070300",565,269,2.06,2,0,128,126,158,297,271,46,274.271844660194
"Block Group 1, Census Tract 703, Audubon County, Iowa","19009070300",651,344,1.92,5,0,135,189,111,283,259,79,339.0625
"Block Group 1, Census Tract 701, Audubon County, Iowa","19009070100",451,208,2.58,9,9,120,51,112,266,230,19,174.806201550388
"Block Group 1, Census Tract 114.04, Polk County, Iowa","19153011404",3939,2061,2.49,65,351,1029,504,1464,2304,2031,438,1581.92771084337
"Block Group 2, Census Tract 114.04, Polk County, Iowa","19153011404",4346,2022,2.78,52,31,1311,479,2123,2396,2317,192,1563.30935251799
"Block Group 3, Census Tract 104.09, Polk County, Iowa","19153010409",877,465,2.53,13,13,183,83,336,518,341,34,346.640316205534
"Block Group 1, Census Tract 39.02, Polk County, Iowa","19153003902",1993,1112,2.74,338,385,617,241,431,884,784,224,727.372262773723
"Block Group 2, Census Tract 39.02, Polk County, Iowa","19153003902",3645,1915,3.05,712,311,966,360,677,1808,1487,246,1195.08196721311
"Block Group 1, Census Tract 40.04, Polk County, Iowa","19153004004",1266,670,2.41,68,0,220,268,437,714,683,127,525.311203319502
"Block Group 1, Census Tract 112.03, Polk County, Iowa","19153011203",1345,698,2.26,23,11,183,414,795,606,837,200,595.132743362832
"Block Group 1, Census Tract 112.05, Polk County, Iowa","19153011205",2304,1098,2.71,241,54,864,74,495,1240,925,181,850.184501845018
"Block Group 2, Census Tract 110.25, Polk County, Iowa","19153011025",1653,836,2.52,160,20,446,122,737,891,741,75,655.952380952381
"Block Group 1, Census Tract 110.25, Polk County, Iowa","19153011025",2042,1048,2.73,115,28,557,359,995,1151,1094,134,747.985347985348
"Block Group 1, Census Tract 110.27, Polk County, Iowa","19153011027",2827,1329,2.66,83,110,625,397,1521,1731,1460,87,1062.78195488722
"Block Group 2, Census Tract 110.27, Polk County, Iowa","19153011027",1976,1005,2.43,375,0,503,203,652,1179,542,164,813.168724279835
"Block Group 1, Census Tract 102.07, Polk County, Iowa","19153010207",1379,654,3.05,0,0,465,204,704,667,790,51,452.131147540984
"Block Group 2, Census Tract 9502, Kossuth County, Iowa","19109950200",580,265,2.16,7,2,123,123,133,321,261,57,268.518518518518
"Block Group 1, Census Tract 9502, Kossuth County, Iowa","19109950200",1080,524,2.64,24,0,307,207,208,532,579,84,409.090909090909
"Block Group 2, Census Tract 9504, Kossuth County, Iowa","19109950400",679,305,1.95,47,8,162,78,126,351,207,199,348.205128205128
"Block Group 3, Census Tract 9504, Kossuth County, Iowa","19109950400",1280,681,2.09,32,0,174,470,506,496,698,145,612.44019138756
"Block Group 1, Census Tract 105, Story County, Iowa","19169010500",1016,483,2.41,5,0,236,185,330,544,490,93,421.576763485477
"Block Group 1, Census Tract 217.01, Pottawattamie County, Iowa","19155021701",405,170,2.38,5,0,107,79,111,214,183,23,170.168067226891
"Block Group 3, Census Tract 3, Des Moines County, Iowa","19057000300",702,384,2.41,55,140,272,29,37,342,118,21,291.286307053942
"Block Group 5, Census Tract 3, Des Moines County, Iowa","19057000300",389,176,1.95,0,96,77,93,93,209,162,46,199.48717948718
"Block Group 1, Census Tract 3, Des Moines County, Iowa","19057000300",824,503,1.32,19,9,30,346,193,353,151,237,624.242424242424
"Block Group 2, Census Tract 3, Des Moines County, Iowa","19057000300",775,402,2.38,11,84,161,138,95,360,326,111,325.63025210084
"Block Group 2, Census Tract 12, Des Moines County, Iowa","19057001200",653,314,2.71,34,7,162,71,176,352,386,42,240.959409594096
"Block Group 1, Census Tract 12, Des Moines County, Iowa","19057001200",1334,687,2.43,36,25,373,308,432,641,655,143,548.971193415638
"Block Group 1, Census Tract 10, Des Moines County, Iowa","19057001000",1726,910,2.55,110,0,401,350,394,816,909,204,676.862745098039
"Block Group 4, Census Tract 5, Des Moines County, Iowa","19057000500",831,370,2.74,0,50,233,197,243,416,386,75,303.284671532847
"Block Group 6, Census Tract 5, Des Moines County, Iowa","19057000500",751,341,2.39,44,0,164,132,33,399,192,115,314.225941422594
"Block Group 5, Census Tract 5, Des Moines County, Iowa","19057000500",396,195,2.06,0,107,133,67,68,156,128,60,192.233009708738
"Block Group 3, Census Tract 5, Des Moines County, Iowa","19057000500",1204,568,2.15,36,0,219,243,269,619,545,136,560
"Block Group 3, Census Tract 2, Des Moines County, Iowa","19057000200",1207,526,2.21,48,231,299,131,194,702,330,65,546.153846153846
"Block Group 1, Census Tract 2, Des Moines County, Iowa","19057000200",778,413,2.09,170,23,199,144,242,458,297,144,372.248803827751
"Block Group 1, Census Tract 8, Des Moines County, Iowa","19057000800",2245,1222,2.27,21,40,548,474,653,1082,960,218,988.986784140969
"Block Group 3, Census Tract 106, Polk County, Iowa","19153010600",2036,939,2.61,130,156,554,285,282,1056,827,177,780.076628352491
"Block Group 1, Census Tract 106, Polk County, Iowa","19153010600",972,472,2.39,61,0,142,201,160,502,392,117,406.694560669456
"Block Group 5, Census Tract 106, Polk County, Iowa","19153010600",448,206,2.25,7,7,59,77,64,212,51,56,199.111111111111
"Block Group 2, Census Tract 3, Webster County, Iowa","19187000300",773,390,2.15,26,7,157,129,66,338,314,123,359.53488372093
"Block Group 1, Census Tract 102, Webster County, Iowa","19187010200",1813,889,2.55,37,19,466,337,521,902,908,184,710.980392156863
"Block Group 4, Census Tract 103, Webster County, Iowa","19187010300",1074,615,2.13,17,55,237,235,333,499,499,97,504.225352112676
"Block Group 1, Census Tract 2, Webster County, Iowa","19187000200",1483,691,1.97,40,21,193,463,437,716,695,217,752.791878172589
"Block Group 1, Census Tract 4, Webster County, Iowa","19187000400",1201,648,2.79,0,0,354,106,374,608,458,80,430.465949820789
"Block Group 4, Census Tract 1, Linn County, Iowa","19113000100",7806,3798,2.56,2,106,1907,1815,3295,3879,4567,413,3049.21875
"Block Group 1, Census Tract 801, Keokuk County, Iowa","19107080100",966,501,2.2,6,10,256,194,186,469,360,104,439.090909090909
"Block Group 2, Census Tract 803, Keokuk County, Iowa","19107080300",948,480,2.19,12,4,207,253,261,477,458,136,432.876712328767
"Block Group 3, Census Tract 803, Keokuk County, Iowa","19107080300",1126,552,1.96,10,7,170,328,279,464,532,142,574.489795918367
"Block Group 3, Census Tract 4902, Page County, Iowa","19145490200",910,396,2.13,174,13,245,139,132,389,315,185,427.230046948357
"Block Group 3, Census Tract 4903, Page County, Iowa","19145490300",1019,491,2.24,0,10,176,332,306,543,483,89,454.910714285714
"Block Group 2, Census Tract 4903, Page County, Iowa","19145490300",465,276,1.58,0,0,43,156,192,226,227,96,294.303797468354
"Block Group 1, Census Tract 4903, Page County, Iowa","19145490300",1267,624,2.96,50,50,338,115,220,575,612,94,428.040540540541
"Block Group 2, Census Tract 23.04, Black Hawk County, Iowa","19013002304",926,459,1.9,16,45,5,63,200,733,133,46,487.368421052632
"Block Group 1, Census Tract 23.04, Black Hawk County, Iowa","19013002304",597,224,2.08,86,59,126,112,202,323,206,88,287.019230769231
"Block Group 3, Census Tract 23.04, Black Hawk County, Iowa","19013002304",695,352,3.14,74,6,47,139,269,360,343,37,221.337579617834
"Block Group 1, Census Tract 48, Polk County, Iowa","19153004800",1542,870,2.87,738,555,614,238,100,578,341,197,537.282229965157
"Block Group 1, Census Tract 6, Clinton County, Iowa","19045000600",769,397,2.16,0,0,164,148,147,354,303,27,356.018518518518
"Block Group 3, Census Tract 10, Clinton County, Iowa","19045001000",708,314,2.33,24,0,142,181,123,346,385,70,303.862660944206
"Block Group 2, Census Tract 10, Clinton County, Iowa","19045001000",860,401,2.49,29,0,187,152,161,451,471,46,345.381526104418
"Block Group 2, Census Tract 9601, Iowa County, Iowa","19095960100",877,341,2.33,11,59,213,185,233,448,396,53,376.394849785408
"Block Group 1, Census Tract 9601, Iowa County, Iowa","19095960100",1644,864,2.4,6,0,347,287,459,997,897,112,685
"Block Group 3, Census Tract 9601, Iowa County, Iowa","19095960100",1425,686,2.33,91,0,355,195,321,760,843,111,611.587982832618
"Block Group 4, Census Tract 9604, Iowa County, Iowa","19095960400",1223,611,2.52,0,0,175,127,322,699,368,244,485.31746031746
"Block Group 2, Census Tract 103, Webster County, Iowa","19187010300",738,327,2.42,4,2,77,182,153,408,388,93,304.95867768595
"Block Group 4, Census Tract 9603, Palo Alto County, Iowa","19147960300",779,346,2.02,14,4,165,159,213,422,331,111,385.643564356436
"Block Group 2, Census Tract 9603, Palo Alto County, Iowa","19147960300",602,348,2.03,69,0,91,192,230,326,351,42,296.551724137931
"Block Group 3, Census Tract 9603, Palo Alto County, Iowa","19147960300",1012,509,2.29,9,0,203,224,277,578,445,102,441.921397379913
"Block Group 1, Census Tract 9603, Palo Alto County, Iowa","19147960300",1403,774,2.43,11,177,395,290,401,609,529,235,577.366255144033
"Block Group 1, Census Tract 9602, Palo Alto County, Iowa","19147960200",972,458,2.44,9,33,240,153,169,459,377,123,398.360655737705
"Block Group 2, Census Tract 9602, Palo Alto County, Iowa","19147960200",908,411,2.59,65,0,256,166,259,468,399,69,350.579150579151
"Block Group 1, Census Tract 9604, Palo Alto County, Iowa","19147960400",883,490,2.49,8,0,246,182,202,420,259,140,354.618473895582
"Block Group 2, Census Tract 9604, Palo Alto County, Iowa","19147960400",699,323,2.28,0,0,145,162,249,365,384,71,306.578947368421
"Block Group 1, Census Tract 9601, Palo Alto County, Iowa","19147960100",458,227,2.65,0,0,100,71,132,259,272,37,172.830188679245
"Block Group 3, Census Tract 9601, Palo Alto County, Iowa","19147960100",656,329,2.04,68,0,101,271,140,293,345,97,321.56862745098
"Block Group 2, Census Tract 9601, Palo Alto County, Iowa","19147960100",631,320,2.62,0,0,188,68,193,384,372,68,240.839694656489
"Block Group 3, Census Tract 15.03, Black Hawk County, Iowa","19013001503",1231,564,2.06,24,16,127,230,419,790,598,161,597.572815533981
"Block Group 2, Census Tract 15.03, Black Hawk County, Iowa","19013001503",1830,835,2.45,6,25,306,407,607,957,928,72,746.938775510204
"Block Group 1, Census Tract 15.03, Black Hawk County, Iowa","19013001503",635,333,2.33,21,10,91,120,104,403,167,117,272.532188841202
"Block Group 2, Census Tract 17.01, Black Hawk County, Iowa","19013001701",457,221,2.14,0,392,50,77,60,237,150,86,213.551401869159
"Block Group 1, Census Tract 23.01, Black Hawk County, Iowa","19013002301",770,374,2.83,0,68,200,23,208,502,191,41,272.08480565371
"Block Group 3, Census Tract 23.01, Black Hawk County, Iowa","19013002301",754,350,2.52,28,24,76,70,188,508,205,32,299.206349206349
"Block Group 1, Census Tract 26.03, Black Hawk County, Iowa","19013002603",734,414,2.63,14,0,148,154,265,448,416,35,279.087452471483
"Block Group 3, Census Tract 9601, Shelby County, Iowa","19165960100",860,428,2.46,17,0,226,215,182,419,424,60,349.593495934959
"Block Group 4, Census Tract 9603, Shelby County, Iowa","19165960300",910,505,2.4,13,0,223,143,267,528,441,76,379.166666666667
"Block Group 2, Census Tract 9603, Shelby County, Iowa","19165960300",1137,650,2.12,13,51,278,292,271,535,471,188,536.320754716981
"Block Group 3, Census Tract 9603, Shelby County, Iowa","19165960300",904,488,2.51,0,0,306,262,240,365,371,95,360.159362549801
"Block Group 3, Census Tract 9604, Shelby County, Iowa","19165960400",1033,527,2.26,8,11,164,220,287,611,583,130,457.079646017699
"Block Group 1, Census Tract 9604, Shelby County, Iowa","19165960400",704,292,2.05,101,14,140,109,190,390,261,47,343.414634146341
"Block Group 2, Census Tract 9504, Appanoose County, Iowa","19007950400",1442,701,2.41,19,0,374,199,345,687,516,154,598.340248962656
"Block Group 1, Census Tract 9504, Appanoose County, Iowa","19007950400",940,431,2.42,0,0,208,118,232,484,493,67,388.429752066116
"Block Group 2, Census Tract 9501, Appanoose County, Iowa","19007950100",1100,529,2.39,18,0,206,296,278,489,645,151,460.251046025105
"Block Group 3, Census Tract 9501, Appanoose County, Iowa","19007950100",704,331,2.62,69,0,231,117,136,270,288,100,268.702290076336
"Block Group 2, Census Tract 9502, Appanoose County, Iowa","19007950200",461,213,2.18,13,0,95,101,60,206,150,80,211.467889908257
"Block Group 1, Census Tract 9502, Appanoose County, Iowa","19007950200",1267,600,2.2,0,8,200,415,324,542,699,155,575.909090909091
"Block Group 2, Census Tract 9702, Henry County, Iowa","19087970200",1110,570,2.68,0,0,311,180,365,573,547,62,414.179104477612
"Block Group 1, Census Tract 9702, Henry County, Iowa","19087970200",639,288,2.04,0,0,117,172,120,320,319,65,313.235294117647
"Block Group 3, Census Tract 601, Madison County, Iowa","19121060100",1518,732,2.62,4,17,343,232,293,833,802,84,579.389312977099
"Block Group 2, Census Tract 603, Madison County, Iowa","19121060300",943,481,2.48,15,12,214,220,179,488,527,90,380.241935483871
"Block Group 3, Census Tract 603, Madison County, Iowa","19121060300",1428,777,2.82,11,0,355,155,300,755,810,114,506.382978723404
"Block Group 2, Census Tract 9602, Grundy County, Iowa","19075960200",791,386,2.25,4,8,176,172,249,383,421,84,351.555555555556
"Block Group 3, Census Tract 9601, Grundy County, Iowa","19075960100",1204,647,2.48,18,0,294,248,324,587,653,100,485.483870967742
"Block Group 2, Census Tract 9601, Grundy County, Iowa","19075960100",971,377,2.76,97,0,237,79,266,501,452,66,351.811594202899
"Block Group 1, Census Tract 9601, Grundy County, Iowa","19075960100",1294,629,2.38,13,17,333,245,482,647,624,89,543.697478991597
"Block Group 2, Census Tract 9604, Grundy County, Iowa","19075960400",1102,600,2.17,5,0,225,361,338,484,575,138,507.834101382488
"Block Group 2, Census Tract 9603, Grundy County, Iowa","19075960300",895,485,2.01,12,0,129,214,203,482,449,117,445.273631840796
"Block Group 1, Census Tract 705, Clayton County, Iowa","19043070500",1348,653,2.94,0,0,436,202,164,606,555,143,458.503401360544
"Block Group 3, Census Tract 4904, Page County, Iowa","19145490400",954,54,NA,68,232,193,12,22,11,138,0,NA
"Block Group 1, Census Tract 4904, Page County, Iowa","19145490400",1168,514,2.52,61,0,281,156,255,644,422,110,463.492063492063
"Block Group 2, Census Tract 901, Ida County, Iowa","19093090100",1633,837,2.24,58,41,387,347,450,840,696,153,729.017857142857
"Block Group 1, Census Tract 902, Ida County, Iowa","19093090200",1358,635,2.4,16,0,345,346,259,663,643,192,565.833333333333
"Block Group 1, Census Tract 903, Ida County, Iowa","19093090300",893,428,2.23,19,0,230,184,147,381,423,117,400.448430493274
"Block Group 5, Census Tract 9603, Benton County, Iowa","19011960300",1249,670,2.55,0,0,194,316,360,808,786,159,489.803921568627
"Block Group 2, Census Tract 9603, Benton County, Iowa","19011960300",616,370,2.12,25,7,122,57,91,282,231,81,290.566037735849
"Block Group 1, Census Tract 9603, Benton County, Iowa","19011960300",927,505,2.19,46,0,158,319,194,351,385,140,423.287671232877
"Block Group 1, Census Tract 9607, Benton County, Iowa","19011960700",858,428,2.41,10,0,190,210,207,426,450,44,356.016597510373
"Block Group 2, Census Tract 9607, Benton County, Iowa","19011960700",821,411,2.54,2,0,215,108,143,425,351,63,323.228346456693
"Block Group 2, Census Tract 9602, Benton County, Iowa","19011960200",1167,585,2.45,0,0,277,189,285,674,679,88,476.326530612245
"Block Group 1, Census Tract 9602, Benton County, Iowa","19011960200",944,457,2.4,0,0,201,202,258,443,581,116,393.333333333333
